2.0,0.0,89.65,1.0,94.0,103.4579069082547,2.7067542783165646
1.0,0.0,84.58,1.0,76.0,87.61726475403661,1.5390467393273872
1.0,0.0,51.44,0.625,66.0,49.18128618855892,1.5626187953460684
1.0,0.0,75.13,1.0,50.0,118.69864228186609,2.189216908539947
2.0,0.0,93.22,1.0,98.0,75.79198707304766,2.100616903465661
2.0,0.0,91.41,1.0,100.0,128.92573267658224,2.0721300660199917
1.0,0.0,18.229999999999997,0.5,68.0,108.37498024850966,2.5035426991309344
1.0,0.0,70.99000000000001,1.0,84.0,101.23363364120353,1.7240204843465712
1.0,0.0,74.25999999999999,1.0,90.0,80.7382798348224,2.6383294379969913
1.0,0.0,75.33999999999999,0.875,66.0,114.5309834801512,2.6548467263034867
2.0,0.0,93.1,1.0,100.0,149.36989346664592,1.9037758390393194
1.0,0.0,66.03,0.875,82.0,99.77211469684532,2.2674914555033094
1.0,0.0,22.1,0.5,80.0,111.42441475330257,4.720033077781945
1.0,0.0,94.25999999999999,1.0,82.0,111.47561913780666,2.481361381673882
1.0,0.0,23.73,0.5,60.0,97.21418612702143,3.354451884467165
1.0,0.0,73.04,1.0,52.0,128.64554788320916,2.76148762935487
1.0,0.0,73.27000000000001,1.0,66.0,120.8916101076446,2.240347564313082
1.0,0.0,66.83,1.0,58.0,113.87284963471748,1.582709911830266
0.0,0.0,40.96,0.5,24.0,93.98139682539684,3.1500158730158727
1.0,0.0,15.24,0.375,48.0,59.38784914409914,1.538049844299844
2.0,0.0,97.28,1.0,100.0,63.75407260207527,1.7889859814502918
1.0,0.0,84.33999999999999,1.0,82.0,105.62370602379454,3.5837571827968735
1.0,0.0,42.34,0.5,60.0,109.78425471667887,2.5697551806385506
2.0,0.0,84.52000000000001,1.0,86.0,126.19110288209484,2.503244540317307
2.0,0.0,87.78999999999999,1.0,94.0,85.74821026011728,3.2350735970754947
1.0,0.0,19.740000000000002,0.5,48.0,86.73894703314387,3.862527857001573
2.0,0.0,94.5,1.0,90.0,101.99136639174853,2.4646008142348355
1.0,0.0,60.34,1.0,60.0,109.30903410373573,4.2351825220161325
1.0,0.0,19.91,0.5,60.0,97.2631005225064,2.962250045358005
2.0,0.0,90.5,1.0,100.0,98.57004998077662,2.3628316032295267
1.0,0.0,31.849999999999994,0.625,66.0,94.31970387509884,2.189721610654724
2.0,0.0,17.0,0.375,100.0,76.12044073018956,2.800839866170808
1.0,0.0,23.37,0.625,76.0,98.78326367323282,2.327064001622973
1.0,0.0,50.089999999999996,0.625,46.0,99.74483555217512,2.5951525899399006
1.0,0.0,26.11,0.625,78.0,112.39262628761537,1.7657694601049716
2.0,0.0,24.52,0.5,100.0,93.74203571086527,2.2338984520319656
2.0,0.0,93.94,1.0,96.0,127.57451097839555,2.732383844523134
2.0,0.0,92.41999999999999,1.0,98.0,92.93079412139559,2.0895874298730788
1.0,0.0,18.16,0.5,80.0,100.80147120692139,1.4834843353896883
2.0,0.0,88.35000000000001,1.0,88.0,119.59600769600772,2.340668590668591
1.0,0.0,74.76,1.0,56.0,90.50733105028186,2.77330419283587
2.0,0.0,95.83999999999999,1.0,98.0,109.15175852209485,2.246043498756754
1.0,0.0,20.630000000000003,0.5,94.0,107.37052690898847,2.993953695876773
1.0,0.0,48.18,0.875,54.0,154.96067744704217,2.9409710442994905
1.0,0.0,83.11999999999999,1.0,50.0,122.8669540415804,2.420194962042788
1.0,0.0,48.55,0.625,70.0,93.10953245865545,2.517735013137462
2.0,0.0,93.24000000000001,1.0,86.0,110.74548224342821,2.8898898121168
1.0,0.0,93.06,1.0,84.0,80.6379893445011,2.02932871040191
0.0,0.0,60.949999999999996,1.0,38.0,124.20455943362192,2.575458152958153
1.0,0.0,68.41,1.0,56.0,122.51915861852592,2.137174426353063
0.0,0.0,44.17999999999999,0.75,18.0,106.41738830597527,2.7294489455902498
0.0,0.0,41.730000000000004,0.75,30.0,105.26268484120047,2.052957914481352
2.0,0.0,62.97,0.75,94.0,82.67794629983014,2.908691460960746
1.0,0.0,20.43,0.5,74.0,116.7173798504339,2.479442328439155
1.0,0.0,78.59,1.0,76.0,106.6565865499221,1.8732361287980503
1.0,0.0,73.93,1.0,76.0,112.81351969672899,2.793264498343529
1.0,0.0,86.09,1.0,72.0,99.9763068139171,2.344794250549608
1.0,0.0,64.38,1.0,46.0,56.2317916676782,2.178070262937821
2.0,0.0,22.15,0.5,98.0,108.8279304285293,4.742233005561611
2.0,0.0,95.75999999999999,1.0,100.0,106.21919020888072,2.2258801107186277
1.0,0.0,74.91000000000001,1.0,72.0,118.95538021440659,3.1464503924443066
1.0,0.0,18.169999999999998,0.5,72.0,101.20017793159504,1.6414202503774695
0.0,0.0,43.98,0.625,38.0,115.91764752705157,3.299803274914096
1.0,0.0,76.39,1.0,46.0,118.27335364612023,2.3179005332682463
1.0,0.0,88.55000000000001,1.0,64.0,95.26728380465542,2.188761295764097
1.0,0.0,20.61,0.375,44.0,111.89885023449924,4.199943901952975
1.0,0.0,42.66,0.5,58.0,132.7025398724083,1.318582314371788
2.0,0.0,92.17000000000002,1.0,96.0,141.89989482812445,3.271791444736676
1.0,0.0,18.35,0.375,48.0,123.1805224606745,5.658832235565679
1.0,0.0,66.33000000000001,0.75,78.0,81.93664784289784,2.724346255596256
2.0,0.0,98.69999999999999,1.0,96.0,104.60704604901306,2.867080304103891
1.0,0.0,70.37000000000002,0.875,74.0,137.7025125126491,13.134307709553728
1.0,0.0,81.35000000000001,1.0,78.0,140.61006711758532,2.7023064231349223
1.0,0.0,57.58,0.875,68.0,110.52119309912582,1.8796096802659559
1.0,0.0,5.76,0.125,50.0,143.41800124448457,5.886420297206093
1.0,0.0,85.50999999999999,1.0,76.0,103.47274359274887,2.1084018987341775
1.0,0.0,96.22,1.0,84.0,98.02876436815207,2.2475906241135495
1.0,0.0,46.57000000000001,0.625,42.0,141.65182291666667,2.0902777777777777
1.0,0.0,64.11999999999999,1.0,62.0,118.2325379615292,3.07206401434895
1.0,0.0,72.35,0.875,66.0,157.63873465712578,2.315748412578262
1.0,0.0,87.38,1.0,82.0,109.1937098485973,1.8548605712955004
1.0,0.0,83.21,1.0,78.0,107.6742995378411,1.7158024603126996
2.0,0.0,24.52,0.5,100.0,111.63228203276607,2.3597008204482073
0.0,0.0,14.94,0.5,18.0,98.61247042548915,3.862284530867892
0.0,0.0,42.699999999999996,0.375,24.0,71.17920875420874,2.007611832611833
1.0,0.0,77.22999999999999,1.0,74.0,91.28069815595335,2.002278165595329
0.0,0.0,36.74,0.625,38.0,74.47400427913101,1.891876051495867
2.0,0.0,87.12,1.0,86.0,110.94988875561597,2.163782842351194
1.0,0.0,54.57,0.875,56.0,74.88236842105263,2.5340570175438595
0.0,0.0,46.010000000000005,0.5,38.0,90.29524028361345,1.8442372782446308
1.0,0.0,70.16,1.0,68.0,105.78013599069436,2.8361234950711056
1.0,0.0,20.89,0.5,88.0,129.72435055749852,2.293404517225071
1.0,0.0,79.36999999999999,0.875,96.0,111.37291470803126,2.228096279346933
1.0,0.0,52.86000000000001,0.75,72.0,101.20909660183855,1.7022129376968087
1.0,0.0,59.8,1.0,54.0,99.63907636710996,3.268905889869541
1.0,0.0,51.18000000000001,0.75,74.0,115.26414411976911,2.0075362831612833
1.0,0.0,13.23,0.375,84.0,95.97479862387908,2.1493638978406837
1.0,0.0,76.32,1.0,68.0,94.84942222478779,2.286879480582311
1.0,0.0,19.65,0.375,64.0,96.47691403466806,1.9682218889198906
1.0,0.0,25.24,0.625,70.0,88.75708936118342,2.4478261024101613
1.0,0.0,80.53,1.0,60.0,106.78554267969311,2.342719663547387
0.0,0.0,65.98,1.0,34.0,81.28320551017173,2.476616371945134
0.0,0.0,53.550000000000004,1.0,24.0,96.28375661375662,2.199302248677249
1.0,0.0,10.91,0.25,56.0,119.56177067167633,2.9789860645992725
0.0,0.0,40.43,0.75,38.0,63.53761471503407,2.616255071093781
1.0,0.0,51.739999999999995,0.625,46.0,128.70248588217336,1.998569139194139
1.0,0.0,52.559999999999995,0.625,74.0,129.27957388826957,2.14275981667286
2.0,0.0,95.86,1.0,94.0,102.310019176877,2.2949149971844496
2.0,0.0,31.52,0.625,92.0,80.55254904466861,2.673277030206378
1.0,0.0,77.72999999999999,1.0,74.0,100.99824244063197,2.8804273582441935
2.0,0.0,92.58,1.0,98.0,118.19475510122064,2.185045701425012
1.0,0.0,9.85,0.375,68.0,103.57159601743923,1.9538447637119363
1.0,0.0,55.739999999999995,1.0,42.0,122.26480967306526,3.964731396210718
2.0,0.0,92.74000000000001,1.0,96.0,104.99966032002465,2.4647798835339496
1.0,0.0,50.74999999999999,0.625,56.0,83.56409977553261,1.7978536504626978
0.0,0.0,18.4,0.375,26.0,95.45566017316015,2.491168831168831
2.0,0.0,99.16,1.0,94.0,92.26357484251902,1.911777936263886
1.0,0.0,45.029999999999994,0.75,44.0,93.96755281910688,1.9621217513188085
1.0,0.0,22.8,0.5,84.0,111.36428600386986,3.9933492085325146
0.0,0.0,20.02,0.375,16.0,100.73443250688705,8.866520661157024
1.0,0.0,17.99,0.5,50.0,98.60567711435499,1.8904301675813657
1.0,0.0,71.23,0.875,74.0,106.03824442626804,2.073222076021748
1.0,0.0,87.71999999999998,0.875,80.0,136.87961362381125,2.2971513718451018
1.0,0.0,85.71,1.0,74.0,121.93133683772969,2.3493872388626573
0.0,0.0,56.38,0.75,32.0,123.11866950013109,4.380852391921299
1.0,0.0,74.11999999999999,1.0,56.0,82.67452030868645,3.4200624459060545
1.0,0.0,75.82000000000001,1.0,84.0,95.41174918316007,1.651214942922864
1.0,0.0,90.86999999999999,1.0,74.0,112.27341027340337,2.5555205603434135
1.0,0.0,13.84,0.375,80.0,105.46727492383513,2.3587428169485283
2.0,0.0,22.81,0.5,100.0,93.39609786497316,2.580175145821346
1.0,0.0,79.84,1.0,66.0,68.09102394519061,1.7822446072446072
2.0,0.0,98.03999999999999,1.0,94.0,128.1320462517102,1.8389390738516078
0.0,0.0,93.06,0.875,22.0,134.19020050533769,1.7275674110308363
0.0,0.0,15.92,0.125,32.0,124.41207953752595,1.5845001228929798
1.0,0.0,17.86,0.5,68.0,104.038993521868,2.842558238804819
1.0,0.0,36.199999999999996,0.625,86.0,93.13702153110047,2.177731259968102
0.0,0.0,20.73,0.5,36.0,100.43147410097713,3.008616476952319
1.0,0.0,63.080000000000005,0.875,82.0,136.27637342992287,3.576464315159423
1.0,0.0,42.8,0.75,40.0,102.38396466728837,1.7798700549046886
2.0,0.0,93.91999999999999,1.0,94.0,110.67557380051659,1.9158650524700782
2.0,0.0,100.0,1.0,100.0,93.61310200161465,2.628690724702405
1.0,0.0,85.84000000000002,0.875,76.0,115.872745390477,2.9933521983257205
2.0,0.0,22.200000000000003,0.5,94.0,108.81213714034855,3.0467244646751723
1.0,0.0,79.40999999999998,1.0,66.0,101.53141671145228,2.3110735571516225
1.0,0.0,16.03,0.5,66.0,106.25755787882655,2.071059799791143
1.0,0.0,90.8,1.0,66.0,87.0231694828469,2.0493343573988736
1.0,0.0,67.38000000000001,1.0,80.0,99.91752688505348,4.460724042505957
