13792286357449926681,4152458632071480247,10424204582441848068,15681113136168558818,7882226438835552843,14795093545155276178,9316077442467410172,
3586442933408554410,3426672104485738275,8679569210957278593,10484015519497673151,10497195846560448323,4653393553713601888,10591074981280324221,
5414195659694746853,16616988931916854646,6292921371105365964,2605672078544806875,2121468988665813351,13013850698969740669,2806239371177001022,
13660372343744042698,12344053289081709449,4885077001872930882,5015402639386352691,16683154593427027976,13933920140712591703,17260099275627239677,
2897985235692529425,11305359685382860824,11521082967280115905,14025558987889869745,3075940579620925777,16297541399592915558,2457274738563691664,
3700669897669497092,4267594171892173663,11321415907128631245,17353589250383091734,14775113982675237988,14444674691347572677,3008045757049405556,
16080812358400580722,8209523281874627583,2719018614091143313,3229018582661205671,2037655503661981396,2456353713128623048,5269799354505559640,
409164864605462320,3620411818582723723,7243051287302297851,801415016202137498,15807205494431716462,345178581829936148,3616876934168222218,
122468293644765087,11135910445526839314,11432382632205481821,15284406181471443083,4392807459147207105,4690842458914116864,9417395888578274704,
4696736116503481777,13838043243456516512,7482945151833991737,18387305614031955491,18349417003496474966,13342285011044506235,7732992075473772402,
5368964623300161283,13481010515929816851,16337660852612235340,13758738692987974442,13141310344121068786,8540763314728642615,8089269501861260782,
15963267745034700863,5068001322233572345,15824171997449118022,11486333424912693016,6330274381295629722,6199516794747214471,13150953871687219476,
16538526975966883270,9050694005024540256,8883687495961617065,4778856958470084953,16411418076837162510,14588115045399902654,608321371742199283,
5790976244032872508,9783985644608536389,13274094670974508618,3471372483975353772,7411408754416410202,9706919119014589253,9338092253247504228,
12978718183504258481,7348583532833739964,6064548821819150265,18145417099364958287,6170722746528731459,9241816651479598429,13565258346615716125,
2394762662658384022,2498183054100151175,15552971924702830546,3200295852058245152,8008183148627103604,15767391734608415831,6610059637974067741,
4625193777858907273,17001222045253050568,17575727218593463818,11870418637687955421,3617651148729182880,4310730543033972599,8188545533532096749,
548695558609036741,1988268340777768911,10260527611186663139,13577201619053864663,14739871003136185880,833458122664288855,17611918598807730750,
16928031930161852134,8788427958463207096,1783318100293738232,13211258889920900221,17271902344661167125,15004769555538897301,16777972244251638795,
7594334993521447965,7444776641792111847,15445729196115170148,5865083976447678432,10490954957451973839,14696145981087709937,17608605343930851624,
16360960485717836354,17153461987602018986,16564076403717041064,18180758208322670394,5224989343322693576,10355446417566321269,1642987491532675283,
9689784148465531791,7319748810410714006,2007458164119876780,7089740178004383282,17704476071419964306,5030861287541234625,10652768696852136965,
8737397207188569877,1787895762591689178,16526867949424365650,8880719746876414356,15899436187049476923,5797169584918241356,7904346888421554728,
6585428507216421899,15096610369378690700,13358180766893432917,17681628753614840359,12572974479095404527,9198463805903555466,11510482766085759148,
1699126345557912497,16910554495947533535,12225619192209739907,4099867498065428550,10461092246815538503,5332981010865335370,1468733123360393742,
4902738670758959441,13788557523685325281,4673516749022640987,8534828744164471518,473268079937756985,8566770449785138904,7730448547700373894,
5196971901022817636,2720954425277144039,7543835231194182708,16701684981154770247,1626638470746234898,15874577087233138994,2115892830677196218,
10840770786954730727,902973627620311153,5654258482325773199,1633719229323447181,2440620673137470723,10745925197941220212,10819989170637725817,
13800186571474242030,18134148580008964528,14647043119244344158,4044177070765818848,6935906536196945711,3244943614799777744,15432343931248269099,
9091026084862865745,3051506124398908561,15534302690129913116,130934272172239010,11920245851076998149,3073932493243505831,1323483756458564401,
1284354992746155830,16403298186727340159,14424057947401228916,9665368463617334695,14408908472704449560,15240689736002902963,18008721814171956693,
6338676357329530841,9632877291674284004,10160042637798921912,6489994203430467685,14318842563491478939,4174421012784035072,10909824743373364661,
13789299349458351568,11428456633725428049,10719507956350851547,3584421013540092509,6974633577974447474,12020678071472791861,17192271788257301223,
2897621321559464707,2162823330212805337,4704513844695053285,5287722082520400987,12630455886005348243,854299662024403556,4807807792734267288,
10700863535808726328,10538452887467669612,2894313669382426205,15913027171543745267,7230897520937815040,10121796285440613724,9590005133013745805,
15825293393804945005,99402094734282917,6852739440052972152,15193903100816689076,7546876505993848897,8028479846544291518,16707656703330333506,
2300384987600261239,7293367800296812592,18236463850861306107,10966386673458750235,11107539402614940194,6156613780031874750,3043618934394671539,
11175797170472530028,11781443518625212085,12478160086806591663,13878661283997256883,9186894968630303000,10824213775442536116,15495362471090818052,
7347478146006371260,2742125467152037312,16386641178051371765,4013252937037370389,13984117702072450545,12723252954399343901,18415569399080982816,
13976125845976419123,16685864106379850284,3368875101107894592,10730629083113443073,1761693525159751444,8709903910628692150,11200781001201484449,
8124019419017872696,14923213486143609660,17133661366284255984,116931883708395187,13212021631452964098,16902654765731362432,15599239408146754113,
16360859310947366022,9058527878168701323,1622898200540473791,7124255389780156682,10485876054328047785,15128305515678341584,8013037187053334244,
11921362793054923737,2767517441221777938,15687766632930609340,11987082045831482294,2474172149167415742,1455211834878187940,9165886869638009803,
2604854140461016214,14320498342504163600,10366726516102993548,14270676065836887652,7738876784675800013,2370124636481017796,15218773354524281748,
14963081399706277563,16693773179213822404,8091923377010585805,14073054754379126327,15332642115409929575,14313519773612865728,9600875855869764980,
3047170733858835881,13951562537154976170,6169662639532947828,15840145142712349199,6375177229522109492,18040424947955980767,17826646437553351374,
2814826194853543846,17459610365976441844,4620112331102710369,12201982752986999803,16411359809199000055,3747339610139963333,3100259429421363360,
7761997886087426050,14832389103458746228,11914727250330438444,6945178854143234580,1704524598786013863,17980214808630185578,1956807859832400997,
1860450733733927991,3057356071620130971,2188470624172671839,308106257600541244,10229066140608346823,8128923521834828410,5409769627002750377,
10640776735257646854,12667124602935031157,3032533445760659812,16458947588647662444,11078266844519665747,3710831101393035683,12645566647580067178,
10571294490502909172,5852698962827104465,3306507672687090700,10127827285732812155,13363481199881260813,12639043679320863586,16870928065003698859,
6587924789839805377,9416541190402372732,16570604251603773297,6166992457242662238,11016230073941754819,5842143306979412172,4026547371728760191,
